id,time,opinion,competitor
32,0.03712821006774902,0.2,0
51,0.037236928939819336,0.2,0
2,0.037325143814086914,0.2,0
6,0.03736615180969238,0.2,0
16,0.03739213943481445,0.2,0
11,0.03741717338562012,0.2,0
3,0.037492990493774414,0.2,0
17,0.03751707077026367,0.2,0
36,0.03753018379211426,0.2,0
44,0.03755021095275879,0.2,0
49,0.037580013275146484,0.2,0
57,0.037690162658691406,0.2,0
58,0.03774523735046387,0.2,0
10,0.037789344787597656,0.2,0
45,0.03790116310119629,0.2,0
38,0.03794217109680176,0.2,0
9,0.038001298904418945,0.2,0
54,0.03805899620056152,0.2,0
59,0.03817319869995117,0.2,0
33,0.038213253021240234,0.2,0
42,0.03827810287475586,0.2,0
0,0.03832507133483887,0.2,0
15,0.03839516639709473,0.2,0
13,0.03854107856750488,0.2,0
20,0.03858208656311035,0.2,0
43,0.03865504264831543,0.2,0
41,0.03869009017944336,0.2,0
50,0.038726091384887695,0.2,0
1,0.03881216049194336,0.2,0
30,0.03886818885803223,0.2,0
8,0.03891420364379883,0.2,0
7,0.03896617889404297,0.2,0
24,0.03901815414428711,0.2,0
47,0.04120230674743652,0.2,0
14,0.04267525672912598,0.2,0
25,0.04275918006896973,0.2,0
4,0.042800188064575195,0.2,0
5,0.04285907745361328,0.2,0
34,0.042919158935546875,0.2,0
59,0.05220317840576172,0.2,0
55,0.05227208137512207,0.2,0
40,0.05234503746032715,0.2,0
28,0.05237913131713867,0.2,0
38,0.057688236236572266,0.2,0
42,0.057749032974243164,0.2,0
15,0.05776524543762207,0.2,0
13,0.05778098106384277,0.2,0
20,0.05779719352722168,0.2,0
43,0.05781126022338867,0.2,0
41,0.05782508850097656,0.2,0
32,0.05783820152282715,0.2,0
51,0.057862281799316406,0.2,0
2,0.05787920951843262,0.2,0
58,0.057906150817871094,0.2,0
10,0.05792117118835449,0.2,0
45,0.05793404579162598,0.2,0
54,0.05794811248779297,0.2,0
21,0.05796313285827637,0.2,0
50,0.057975053787231445,0.2,0
1,0.05800127983093262,0.2,0
8,0.05808305740356445,0.2,0
30,0.05812406539916992,0.2,0
7,0.05820107460021973,0.2,0
23,0.05823993682861328,0.2,0
33,0.05830216407775879,0.2,0
9,0.05841517448425293,0.2,0
52,0.05847024917602539,0.2,0
24,0.058550119400024414,0.2,0
14,0.05860710144042969,0.2,0
16,0.05865812301635742,0.2,0
11,0.058721065521240234,0.2,0
3,0.05875825881958008,0.2,0
17,0.05881023406982422,0.2,0
36,0.05884814262390137,0.2,0
44,0.05890917778015137,0.2,0
25,0.058950185775756836,0.2,0
4,0.05898594856262207,0.2,0
5,0.05905008316040039,0.2,0
34,0.059095144271850586,0.2,0
49,0.05916309356689453,0.2,0
57,0.05920100212097168,0.2,0
39,0.059241294860839844,0.2,0
6,0.05930519104003906,0.2,0
31,0.059487104415893555,0.2,0
12,0.05954933166503906,0.2,0
19,0.05968308448791504,0.2,0
37,0.05974221229553223,0.2,0
27,0.05982518196105957,0.2,0
18,0.05986618995666504,0.2,0
53,0.05991506576538086,0.2,0
56,0.059986114501953125,0.2,0
35,0.0600283145904541,0.2,0
47,0.060088157653808594,0.2,0
55,0.06875228881835938,0.2,0
28,0.06883025169372559,0.2,0
40,0.06885504722595215,0.2,0
22,0.06886911392211914,0.2,0
26,0.06888008117675781,0.2,0
46,0.06890606880187988,0.2,0
0,0.06896114349365234,0.2,0
59,0.0692601203918457,0.2,0
14,0.0765070915222168,0.2,0
45,0.0765981674194336,0.2,0
24,0.0766451358795166,0.2,0
11,0.07668304443359375,0.2,0
1,0.0767202377319336,0.2,0
19,0.07682299613952637,0.2,0
37,0.07686400413513184,0.2,0
48,0.07691431045532227,0.2,0
18,0.07700204849243164,0.2,0
53,0.07704925537109375,0.2,0
56,0.07710003852844238,0.2,0
35,0.07714200019836426,0.2,0
47,0.07718300819396973,0.2,0
23,0.07726216316223145,0.2,0
9,0.07730317115783691,0.2,0
28,0.08417916297912598,0.2,0
26,0.08425426483154297,0.2,0
55,0.08440804481506348,0.2,0
46,0.0844581127166748,0.2,0
0,0.0845041275024414,0.2,0
59,0.08458423614501953,0.2,0
33,0.08466935157775879,0.2,0
52,0.0847311019897461,0.2,0
21,0.08478999137878418,0.2,0
16,0.08483719825744629,0.2,0
42,0.08489012718200684,0.2,0
20,0.08493328094482422,0.2,0
41,0.0849761962890625,0.2,0
2,0.08505606651306152,0.2,0
40,0.08513307571411133,0.2,0
8,0.0852353572845459,0.2,0
31,0.08529210090637207,0.2,0
36,0.08535504341125488,0.2,0
32,0.08543109893798828,0.2,0
3,0.0854792594909668,0.2,0
49,0.08553028106689453,0.2,0
57,0.08558511734008789,0.2,0
7,0.08563923835754395,0.2,0
29,0.08568811416625977,0.2,0
44,0.0857391357421875,0.2,0
25,0.08587527275085449,0.2,0
50,0.08596611022949219,0.2,0
34,0.08601713180541992,0.2,0
6,0.08607006072998047,0.2,0
39,0.0861361026763916,0.2,0
10,0.08619022369384766,0.2,0
38,0.08623623847961426,0.2,0
43,0.08630919456481934,0.2,0
51,0.08636212348937988,0.2,0
58,0.08641219139099121,0.2,0
54,0.08645820617675781,0.2,0
17,0.0865180492401123,0.2,0
15,0.0865640640258789,0.2,0
4,0.08661603927612305,0.2,0
5,0.08667325973510742,0.2,0
30,0.08673405647277832,0.2,0
12,0.08678817749023438,0.2,0
13,0.08683419227600098,0.2,0
22,0.08723306655883789,0.2,0
45,0.09389734268188477,0.2,0
11,0.09403514862060547,0.2,0
48,0.09410524368286133,0.2,0
1,0.0942080020904541,0.2,0
14,0.09432816505432129,0.2,0
37,0.09440302848815918,0.2,0
56,0.09447121620178223,0.2,0
35,0.09453630447387695,0.2,0
18,0.09460926055908203,0.2,0
19,0.09468531608581543,0.2,0
53,0.09474730491638184,0.2,0
27,0.09493708610534668,0.2,0
9,0.09501123428344727,0.2,0
47,0.1010122299194336,0.2,0
59,0.10107636451721191,0.2,0
33,0.10118818283081055,0.2,0
16,0.10127735137939453,0.2,0
42,0.10135030746459961,0.2,0
20,0.1014261245727539,0.2,0
41,0.10149908065795898,0.2,0
26,0.10156702995300293,0.2,0
0,0.10165929794311523,0.2,0
28,0.10180115699768066,0.2,0
2,0.10187005996704102,0.2,0
40,0.10191822052001953,0.2,0
52,0.1019442081451416,0.2,0
21,0.1020040512084961,0.2,0
8,0.10202813148498535,0.2,0
36,0.1020500659942627,0.2,0
31,0.10207319259643555,0.2,0
32,0.1020972728729248,0.2,0
3,0.10212016105651855,0.2,0
34,0.10214114189147949,0.2,0
25,0.10216712951660156,0.2,0
6,0.1021881103515625,0.2,0
51,0.10220909118652344,0.2,0
58,0.10225629806518555,0.2,0
38,0.10227823257446289,0.2,0
15,0.10230016708374023,0.2,0
5,0.10232019424438477,0.2,0
49,0.1023402214050293,0.2,0
13,0.10236525535583496,0.2,0
57,0.10238528251647949,0.2,0
7,0.10240411758422852,0.2,0
44,0.10242319107055664,0.2,0
29,0.10244417190551758,0.2,0
50,0.10246396064758301,0.2,0
39,0.10251593589782715,0.2,0
10,0.10257625579833984,0.2,0
54,0.10268807411193848,0.2,0
43,0.10286116600036621,0.2,0
17,0.10293030738830566,0.2,0
4,0.10300207138061523,0.2,0
30,0.10307025909423828,0.2,0
12,0.10314321517944336,0.2,0
24,0.10320830345153809,0.2,0
22,0.10328125953674316,0.2,0
23,0.10332798957824707,0.2,0
46,0.10340404510498047,0.2,0
55,0.10347795486450195,0.2,0
1,0.11164212226867676,0.2,0
45,0.11176419258117676,0.2,0
11,0.11180806159973145,0.2,0
14,0.11188030242919922,0.2,0
37,0.11206293106079102,0.2,0
35,0.11237406730651855,0.2,0
56,0.11244630813598633,0.2,0
53,0.11248302459716797,0.2,0
27,0.11264729499816895,0.2,0
9,0.11268806457519531,0.2,0
59,0.11275529861450195,0.2,0
16,0.11278319358825684,0.2,0
48,0.11280012130737305,0.2,0
18,0.11282610893249512,0.2,0
19,0.11284303665161133,0.2,0
33,0.11823105812072754,0.2,0
26,0.12374711036682129,0.2,0
47,0.12383818626403809,0.2,0
42,0.12388420104980469,0.2,0
41,0.12392616271972656,0.2,0
20,0.12404203414916992,0.2,0
31,0.12411808967590332,0.2,0
36,0.12415719032287598,0.2,0
38,0.12422013282775879,0.2,0
49,0.12428712844848633,0.2,0
57,0.12433624267578125,0.2,0
25,0.12436509132385254,0.2,0
58,0.12439608573913574,0.2,0
44,0.12445807456970215,0.2,0
37,0.1245582103729248,0.2,0
7,0.12460637092590332,0.2,0
50,0.12466096878051758,0.2,0
15,0.12482619285583496,0.2,0
13,0.12487912178039551,0.2,0
32,0.12493014335632324,0.2,0
8,0.12499523162841797,0.2,0
2,0.1250460147857666,0.2,0
12,0.12509512901306152,0.2,0
51,0.1251220703125,0.2,0
16,0.12519407272338867,0.2,0
39,0.12525105476379395,0.2,0
3,0.12528610229492188,0.2,0
40,0.12538695335388184,0.2,0
54,0.12541723251342773,0.2,0
43,0.12556004524230957,0.2,0
10,0.12558722496032715,0.2,0
55,0.1258251667022705,0.2,0
17,0.12587904930114746,0.2,0
23,0.12590408325195312,0.2,0
52,0.12592720985412598,0.2,0
34,0.12598609924316406,0.2,0
29,0.1260511875152588,0.2,0
30,0.12611913681030273,0.2,0
4,0.126204252243042,0.2,0
22,0.12631511688232422,0.2,0
46,0.12636113166809082,0.2,0
45,0.1264052391052246,0.2,0
14,0.1265263557434082,0.2,0
1,0.1265699863433838,0.2,0
35,0.1266322135925293,0.2,0
11,0.1267101764678955,0.2,0
28,0.12678313255310059,0.2,0
0,0.12687110900878906,0.2,0
56,0.12698125839233398,0.2,0
5,0.12701416015625,0.2,0
21,0.12707209587097168,0.2,0
53,0.12712907791137695,0.2,0
6,0.1272902488708496,0.2,0
9,0.12735891342163086,0.2,0
27,0.12745428085327148,0.2,0
18,0.1275041103363037,0.2,0
24,0.127608060836792,0.2,0
48,0.12766408920288086,0.2,0
19,0.12773513793945312,0.2,0
59,0.12776422500610352,0.2,0
37,0.13881492614746094,0.2,0
22,0.13894414901733398,0.2,0
11,0.1390221118927002,0.2,0
40,0.1390841007232666,0.2,0
35,0.13918423652648926,0.2,0
15,0.13950324058532715,0.2,0
42,0.13979411125183105,0.2,0
13,0.1398320198059082,0.2,0
48,0.14000630378723145,0.2,0
44,0.14006614685058594,0.2,0
49,0.14021015167236328,0.2,0
41,0.14031410217285156,0.2,0
8,0.14037704467773438,0.2,0
2,0.1405470371246338,0.2,0
25,0.14063525199890137,0.2,0
39,0.14069604873657227,0.2,0
7,0.14076900482177734,0.2,0
23,0.14082717895507812,0.2,0
43,0.14095520973205566,0.2,0
31,0.14106321334838867,0.2,0
57,0.14111113548278809,0.2,0
33,0.1411581039428711,0.2,0
16,0.14119219779968262,0.2,0
46,0.14128422737121582,0.2,0
5,0.1413249969482422,0.2,0
26,0.14141225814819336,0.2,0
0,0.14144015312194824,0.2,0
6,0.14149022102355957,0.2,0
55,0.1423342227935791,0.2,0
14,0.14238810539245605,0.2,0
30,0.14244413375854492,0.2,0
52,0.14250707626342773,0.2,0
4,0.14258313179016113,0.2,0
17,0.14264607429504395,0.2,0
34,0.14268898963928223,0.2,0
29,0.14273619651794434,0.2,0
1,0.14277410507202148,0.2,0
9,0.1428532600402832,0.2,0
50,0.14288616180419922,0.2,0
45,0.14304113388061523,0.2,0
28,0.14307022094726562,0.2,0
21,0.1431281566619873,0.2,0
36,0.1432030200958252,0.2,0
3,0.14325618743896484,0.2,0
32,0.1433122158050537,0.2,0
12,0.1433730125427246,0.2,0
10,0.14345598220825195,0.2,0
56,0.14350318908691406,0.2,0
20,0.14359021186828613,0.2,0
19,0.14366793632507324,0.2,0
27,0.14369821548461914,0.2,0
18,0.1439502239227295,0.2,0
53,0.1441640853881836,0.2,0
24,0.14443016052246094,0.2,0
51,0.14451193809509277,0.2,0
38,0.1446702480316162,0.2,0
47,0.14472126960754395,0.2,0
59,0.14477896690368652,0.2,0
58,0.14487409591674805,0.2,0
54,0.1449131965637207,0.2,0
40,0.15714812278747559,0.2,0
38,0.1572561264038086,0.2,0
37,0.15731215476989746,0.2,0
13,0.15735316276550293,0.2,0
49,0.1574110984802246,0.2,0
41,0.15744614601135254,0.2,0
35,0.1575312614440918,0.2,0
42,0.1575789451599121,0.2,0
44,0.15762114524841309,0.2,0
48,0.15765929222106934,0.2,0
39,0.1577012538909912,0.2,0
31,0.1577911376953125,0.2,0
25,0.15797114372253418,0.2,0
43,0.15800905227661133,0.2,0
26,0.1580662727355957,0.2,0
14,0.15812301635742188,0.2,0
